case_count,case_count_quote,patient_age,patient_age_quote,patient_sex,patient_sex_quote,presenting_symptoms,presenting_symptoms_quote,diagnostic_method,diagnostic_method_quote,imaging_findings,imaging_findings_quote,histopathology,histopathology_quote,immunohistochemistry,immunohistochemistry_quote,treatment,treatment_quote,outcome,outcome_quote,comorbidities,comorbidities_quote,filename,extraction_confidence,extraction_notes
1,We report a case of a 69-year-old female smoker,69,A 69-year-old female current cigarette smoker,Female,A 69-year-old female current cigarette smoker,Asymptomatic,multiple pulmonary micronodules incidentally detected on a computed tomography angiography (CTA) of the abdomen performed to evaluate aortoiliac occlusive disease,CT imaging and surgical resection with histopathology and immunohistochemistry,A noncontrast chest CT performed 6 months later showed increased size of a dominant right lower lobe nodule and numerous bilateral stable micronodules... the patient underwent a right lower lobectomy. Histological examination confirmed a moderately differentiated adenocarcinoma,"Multiple bilateral pulmonary micronodules under 5mm with a dominant growing right lower lobe nodule measuring 1cm. Nodules were peripherally located along interlobular septa, predominantly in clusters near pleural surfaces",multiple pulmonary micronodules (measuring under 5mm)... A noncontrast chest CT performed 6 months later showed increased size of a dominant right lower lobe nodule and numerous bilateral stable micronodules,Moderately differentiated adenocarcinoma (1cm) in right lower lobe with coexisting Minute Pulmonary Meningothelial-like Nodules showing nests of bland spindled cells in whorled pattern (2-4mm),"examination confirmed a moderately differentiated adenocarcinoma in the right lower lobe measuring 1 cm and innumerable unrelated pulmonary micronodules measuring 2-4mm, consisting of nests of bland spindled cells arranged in a whorled pattern","Positive for CD56, progesterone receptor (PR), and epithelial membrane antigen (EMA); negative for synaptophysin and cytokeratin","On immunohistochemistry, these nodules were diffusely positive for CD56, progesterone receptor (PR), and epithelial membrane antigen (EMA) and negative for synaptophysin and cytokeratin",Surgical resection (right lower lobectomy),the patient underwent a right lower lobectomy,Not reported,,"Hypertension, coronary artery disease with remote myocardial infarction, history of coronary artery bypass grafting, 30 pack-year smoking history","A 69-year-old female current cigarette smoker with a 30pack-year smoking history, hypertension, and coronary artery disease with remote myocardial infarction and coronary artery bypass grafting",Siala et al. - 2025 - Minute Pulmonary Meningothelial‐Like Nodules An Incidental Benign Entity in Association With Lung A.pdf,,
1,the patient,Not reported,,Not reported,,Not reported,,Surgical lung biopsy with immunohistochemistry,The patient underwent a surgical lung biopsy.,"Multiple small (≤6 mm) ground-glass nodules distributed randomly in both lungs, some showing central lucencies with ringlike appearance (Cheerio sign). No mediastinal or hilar lymphadenopathy. Nodules unchanged over 5 years.",The initial unenhanced chest CT images obtained 5 years earlier showed randomly distributed small (≤6 mm) ground-glass nodules... High-resolution CT of the chest revealed numerous small ground-glass nodules with a random distribution in both lungs. Some of the nodules showed central lucencies with a ringlike appearance (Cheerio sign)... There was no mediastinal or hilar lymphadenopathy.,Numerous bland spindle cell proliferations expanding the alveolar septa and resembling meningothelial cells with whorl formation,Histopathology revealed numerous bland spindle cell proliferations expanding the alveolar septa and resembling meningothelial cells with a whorl formation.,Positive for progesterone receptors and epithelial membrane antigen; negative for synaptophysin,Immunohistochemical staining was positive for progesterone receptors and epithelial membrane antigen but negative for synaptophysin,Observation,"The patient was observed clinically, without any additional treatment recommendations.",Stable disease,The pulmonary nodules were essentially unchanged when compared with the chest CT images 5 years earlier.,,,Ufuk et al. - 2024 - Case 323 Minute Pulmonary Meningothelial-like Nodules.pdf,,Patient demographics (age and sex) and presenting symptoms were not mentioned in the provided text. The case appears to be a follow-up description focusing on imaging and pathology findings.
4,"For this study, we identified 4 cases of DPM from the archival files","51, 68",with a mean age at diagnosis of 57.5 years (range 51-68 years),"Female, Female, Female, Male",The case series consists of three women and one man,Asymptomatic,all four had an incidentally discovered diffuse micronodular interstitial lung disease (ILD) at a CT scan during imaging studies performed for other reasons,Transbronchial biopsy and surgical lung biopsy,Histologic demonstration of pulmonary meningothelial-like nodules was performed via transbronchial in two cases and surgical lung biopsies in two cases,"Numerous tiny nodules ranging from 1 to 6 mm in maximum diameter, randomly distributed prevalently at the peripheral zone of both lungs without lobar predominance, showing rounded shape and solid or ground glass density. Some nodules showed central lucency.","At the CT scan, all cases were quite similar, with numerous tiny nodules ranging from 1 to 6 mm in maximum diameter, randomly distributed prevalently at the peripheral zone of both lungs without lobar predominance, showing the rounded shape and solid or ground glass density. Some nodules showed central lucency","Bland-looking proliferation of oval-to-spindle-shaped or epithelioid cells widening the interalveolar interstitial tissue, generally distributed around venules. Clusters of neoplastic cells arranged in whorl-like structures.","The light microscope examination of the nodules showed a bland-looking proliferation of oval-to-spindle-shaped or epithelioid cells widening the interalveolar interstitial tissue, generally distributed around venules. Clusters of these neoplastic cells were vaguely arranged in whorl-like structures.","Positive for EMA, progesterone receptors, and CD56. Negative for muscle, melanocytic, vascular markers, CD10, cytokeratins, TTF1, and estrogen receptors. Ki67 proliferative index was low (~1%).","Immunohistochemically, the lesions showed consistent expression of epithelial mem- [...] muscle, melanocytic, vascular markers, CD10, cytokeratins, TTF1, and estrogen receptors were all negative. The proliferative index by Ki67 was low (~1%).",No specific therapy,without any specific therapy for DPM,Alive and well with follow-up ranging from 38-99 months,"All patients are alive and well (range, 38-99 months)",Three patients had intracranial meningioma,Three patients had a past medical history of intracranial meningioma (two in the frontal and one in the temporal region) ranging from 4 to 10 mm in maximum diameter,Melocchi et al. - 2023 - Diffuse Pulmonary Meningotheliomatosis Clinic-Pathologic Entity or Indolent Metastasis from Meningi.pdf,,
1,We report a case of a 57-year-old female,57,57-year-old female,Female,57-year-old female,chronic cough,She was referred to outpatient pulmonology clinic for evaluation of chronic cough.,right upper and right lower lobe wedge resections with immunohistochemical staining,"right upper and right lower lobe wedge resections were performed. Immunohistochemical staining of spindled cells with indistinct borders demonstrated positive for Vimentin, EMA, PR, and CD163, and negative staining for S100, CD1a, desmin, chromogranin, cytokeratin, and HMB-45.",ground glass nodules bilaterally with some nodules showing central clearing or cavitation; largest nodule measured five millimeters,"Chest computed tomography (CT) demonstrated ground glass nodules bilaterally. Some nodules appeared to have central clearing or cavitation, and the largest nodule measured five millimeters.",Diffuse pulmonary meningotheliomatosis with spindled cells showing indistinct borders,"In considering these immunohistochemical and pathological findings, the patient was diagnosed with DPM.","Positive for Vimentin, EMA, PR, and CD163; negative for S100, CD1a, desmin, chromogranin, cytokeratin, and HMB-45","Immunohistochemical staining of spindled cells with indistinct borders demonstrated positive for Vimentin, EMA, PR, and CD163, and negative staining for S100, CD1a, desmin, chromogranin, cytokeratin, and HMB-45.","fluticasone-salmeterol inhaler, Amoxicillin-Clavulanate",The patient was recommended to use a fluticasone-salmeterol inhaler... The patient was prescribed Amoxicillin-Clavulanate for ten days,Stable - no significant increase in lung nodules at 2 years follow-up,"At two years following the diagnosis of DPM, the number of lung nodules has not significantly increased, and the patient has not been diagnosed with malignancy.","Turner syndrome, aortic coarctation, bicuspid aortic valve status post replacement, left vocal cord paralysis, heart failure with reduced ejection fraction","Her past medical history is notable for Turner syndrome, aortic coarctation and bicuspid aortic valve status post replacement, left vocal cord paralysis and heart failure with reduced ejection fraction.",Cooper et al. - Diffuse Pulmonary Meningotheliomatosis and Turner's Syndrome A Growing Area of Literature.pdf,,
1,A 63-year-old woman was referred for dedicated chest CT imaging,63,A 63-year-old woman was referred for dedicated chest CT imaging,Female,A 63-year-old woman was referred for dedicated chest CT imaging,Asymptomatic,incidentally discovered pulmonary nodules at an abdominal CT scan performed for evaluation of diarrhea,Transbronchial cryobiopsy with immunohistochemistry,"Right lower lobe transbronchial cryobiopsy histopathologic findings revealed nodular cellular proliferation expanding the interstitium with whorllike appearance. Immunohistochemistry with positive staining for epithelial membrane antigen and progesterone receptor, but negative staining for neuroendocrine markers such as synaptophysin, confirmed our diagnosis.","Numerous small (<6 mm), rounded, ground-glass, randomly distributed nodules with no lobe spared. Some nodules showed central lucencies with a ringlike appearance.","Chest CT showed numerous small ( , 6 mm), rounded, ground-glass, randomly distributed nodules with no lobe spared. Some nodules showed central lucencies with a ringlike appearance.","Nodular cellular proliferation expanding the interstitium with whorllike appearance, showing meningothelial-like cellular proliferation within the lung interstitium",Right lower lobe transbronchial cryobiopsy histopathologic findings revealed nodular cellular proliferation expanding the interstitium with whorllike appearance,Positive for epithelial membrane antigen and progesterone receptor; negative for neuroendocrine markers (synaptophysin),"Immunohistochemistry with positive staining for epithelial membrane antigen and progesterone receptor, but negative staining for neuroendocrine markers such as synaptophysin",Not reported,,Not reported,,Not reported,,Fadl et al. - 2021 - Minute Pulmonary Meningothelial-like Nodules.pdf,,
1,We report a case of a meningotheliomatosis presenting as diffuse miliary nodules in a 54 year old woman,54,54 year old woman with a history of hypothyroidism,Female,54 year old woman,Lower extremity weakness,presented for rapidly progressing lower extremity weakness secondary to a nontraumatic epidural hematoma,Transbronchial biopsy and wedge resection,Transbronchial biopsy revealed meningothelial like micronodules. Further workup with wedge resection demonstrated diffuse meningotheliomatosis,Miliary pulmonary nodules,CT Chest and MRA of the abdomen demonstrated miliary pulmonary nodules,"Multiple, patchy scattered foci of whorled epithelioid cells","demonstrated diffuse meningotheliomatosis evidenced by multiple, patchy scattered foci of EMA+, PR+ whorled epithelioid cells",Positive for EMA and PR; negative for chromogranin and synaptophysin,"EMA+, PR+ whorled epithelioid cells with negative staining for chromogranin and synaptophysin","Corticosteroids, cyclophosphamide, methotrexate","The patient was started on corticosteroids and discharged to rehabilitation on cyclophosphamide, dosed per the French Vasculitis Study Protocol. She improved clinically and was started on methotrexate.","Improved - walking without walker, normalized inflammatory markers, no pulmonary symptoms at 2 years follow-up","At follow-up nearly 2 years post discharge she was walking without a walker, her inflammatory markers normalized, and she had no pulmonary symptoms.","Hypothyroidism, polyarteritis nodosa","""with a history of hypothyroidism"" and ""the patient was diagnosed with polyarteritis nodosa""",Neilan and Reddy - 2020 - Meningotheliomatosis Presenting as Miliary Nodules in a Patient with Polyarteritis Nodosa.pdf,,
1,A 59-year-old woman was referred from the Gastroenterology Department in May 2012,59,A 59-year-old woman,Female,A 59-year-old woman,Asymptomatic,she reported no respiratory symptoms. The physical examination was completely normal.,"Transbronchial lung biopsy, CT scan, Immunohistochemistry","The examination of transbronchial biopsy specimens showed interstitial proliferation of epithelioid cells... The immunohistochemical staining of the cells was negative for cytokeratin AE1/AE3, chromogranin A, synaptophysin, actin, desmin, and HMB-45, and positive for vimentin, EMA, progesterone receptors, and CD56, leading to a pathological diagnosis of pulmonary meningotheliomatosis","Multiple disseminated minute nodules distributed randomly throughout both lungs, with poorly defined cotton wool appearance and several cavitated nodules","A chest CT scan confirmed the presence of multiple disseminated minute nodules distributed randomly throughout both lungs. Most of the nodules were poorly defined and had a cotton wool appearance, and several were cavitated.","Interstitial proliferation of epithelioid cells with oval monomorphic nuclei, without atypia or mitosis, arranged in irregular clusters with poorly defined borders","The examination of transbronchial biopsy specimens showed interstitial proliferation of epithelioid cells with oval monomorphic nuclei, without atypia or mitosis, arranged in irregular clusters with poorly defined borders.","Negative for cytokeratin AE1/AE3, chromogranin A, synaptophysin, actin, desmin, and HMB-45; Positive for vimentin, EMA, progesterone receptors, and CD56","The immunohistochemical staining of the cells was negative for cytokeratin AE1/AE3, chromogranin A, synaptophysin, actin, desmin, and HMB-45, and positive for vimentin, EMA, progesterone receptors, and CD56",Observation,The patient continues to progress favourably and is currently free of symptoms.,"Favorable progression, symptom-free",The patient continues to progress favourably and is currently free of symptoms.,"History of uterine cancer treated with hysterectomy, double adnexectomy, and radiation therapy; Multiple surgical interventions for anal abscesses; Smoker of 20 pack-years","Her past medical history was significant for uterine cancer treated with hysterectomy, double adnexectomy, and radiation therapy... She had also undergone multiple surgical interventions for anal abscesses... She was a smoker of 20 pack-years.",Bernabeu Mora et al. - 2013 - Diffuse Pulmonary Meningotheliomatosis Diagnosed by Transbronchial Lung Biopsy.pdf,,
1,We describe a single MPMN that was identified in a transbronchial biopsy (TBB) specimen of a lung transplant (LTx) recipient.,56,The patient is a 56-year-old man who underwent double LTx for end-stage severe respiratory failure,Male,The patient is a 56-year-old man,Asymptomatic,"Minute pulmonary meningothelial-like nodules (MPMN) are small (100 𝛍m-few mm) asymptomatic nodules, often identified as incidental findings in microscopic studies of lung samples.",Transbronchial biopsy,"In the third-month TBB, a MPMN was found in 1 of 6 lung samples at all of the 120 serially cut sections",No nodules detected on lung HRCT scan,Lung HRCT scan did not detect nodules in the lung parenchyma,Minute Pulmonary Meningothelial-like Nodule consisting of whorls/nests of moderately sized cells with eosinophilic cytoplasms. The cells are spindle or elongated with oval nuclei containing finely granulated chromatin and small or absent nucleoli.,The lesions consist of whorls/nests of moderately sized cells with eosinophilic cytoplasms. The cells are spindle or elongated. The nuclei are oval with finely granulated chromatin and small or absent nucleoli.,"Positive for vimentin and EMA (epithelial membrane antigen). Negative for cytokeratins (CAM5.2, CK7, AE1/E3), S-100, desmin, alpha smooth muscle-actin, HHF35, myosin, h-caldesmon, CD34, synaptophysin, NSE, chromogranin, and estrogen and progesterone receptors.","The nodules stained negative with anti-cytokeratins (CAM5.2, CK7, AE1/E3), S-100, desmin, alpha smooth muscle-actin, HHF35, myosin, h-caldesmon, CD34, synaptophysin, NSE, chromogranin, and estrogen and progesterone receptors. MPMN was specifically stained with anti-vimentin and anti-EMA antibodies.",Observation with surveillance biopsies,"Surveillance TBB is therefore essential, not only for diagnosis and monitoring of acute and chronic rejection, allograft infections, and other conditions such as ARDS, but also for the detection of rare and unexpected conditions such as MPMN.",Stable with good graft function,"At this time, graft function was good and the patient reached his best post-transplant forced expiratory volume in 1 second value (3.87 liters). The patient was still functionally stable at the 7-month follow-up.",Status post double lung transplant for bullous emphysema,The patient is a 56-year-old man who underwent double LTx for end-stage severe respiratory failure due to bullous emphysema.,Agozzino et al. - 2006 - Minute pulmonary meningothelial-like nodules in the transbronchial biopsy of a lung transplant recip.pdf,,
1,A 48-year-old woman with Turner syndrome presented with diffuse pulmonary nodules,48,A 48-year-old woman,Female,A 48-year-old woman,Asymptomatic,presented with diffuse pulmonary nodules,Transbronchial lung cryobiopsy (TBLC),transbronchial lung cryobiopsy (TBLC) revealed nodules,"Ring-shaped pulmonary nodules with central lucency ('Cheerios sign') seen on chest computed tomography, with diffuse distribution","The 'Cheerios sign' is a ring-shaped pulmonary nodule with central lucency, as observed on chest computed tomography... presented with diffuse pulmonary nodules exhibiting the Cheerios sign",Nodules composed of meningothelial-like cells,TBLC revealed nodules composed of meningothelial-like cells,"Positive for epithelial membrane antigen, progesterone receptor, and CD56","positive for epithelial membrane antigen, progesterone receptor, and CD56",Discontinuation of estrogen and progesterone hormone therapy,Estrogen and progesterone hormone therapy were discontinued,Stable,the disease remained stable without treatment,Turner syndrome,woman with Turner syndrome,Hirakawa et al. - 2025 - Diffuse Pulmonary Meningotheliomatosis Presenting with the Cheerios Sign Diagnosed by a Transbronchi.pdf,,
1,Implied from case report,Not reported,,Not reported,,Asymptomatic,These benign nodules are usually asymptomatic and represent incidental findings,Surgical specimens or autopsy,incidental findings in surgical specimens or autopsies,Not reported,,Monomorphic round cells forming epitheloid nests with features of meningothelial cells,Lesions contain monomorphic round cells forming epitheloid nests with immunohistochemical features of meningothelial cells,Features of meningothelial cells,immunohistochemical features of meningothelial cells,,,Not reported,,,,Sandor et al. - 2012 - Pulmonary Meningothelial-like Nodules (PMLNs) in a Patient With Unexplained Weight Loss.pdf,,This appears to be a conference abstract about Pulmonary Meningothelial-like Nodules (PMLNs). Limited clinical details are provided as it focuses on general description of the condition.
93,The 93 patients included 73 females (78.5%) and 20 males (21.5%),57.2,"with a mean age of 57.2 years (range, 30 to 80 years)","Female, Male",73 females (78.5%) and 20 males (21.5%),Asymptomatic,All patients had no relevant uncomfortable symptoms.,Surgery and pathology,All patients were diagnosed by surgery and pathology.,"Round nodules with well-demarcated borders, size ranging from 2.5 to 5.0 mm (average 3.04±1.12 mm). 30.4% had solitary nodules and 69.6% had multiple nodules. 89.1% were subpleural and 10.9% were intrapulmonary. 97.8% showed ground-glass opacity, with one case showing bilateral diffuse GGNs with cystlike morphology and one showing calcification. 54.3% had nodules close to pulmonary blood vessels.","All nodules (100%) manifested with a round shape and well-demarcated borders, and the size of the nodules on CT scans ranged from 2.5 to 5.0 mm, with an average size of 3.04±1.12 mm. Nodules in 14 patients (30.4%) appeared as solitary nodules, and multiple nodules were present in 32 patients (69.6%). The distribution of nodules tended to be subpleural in 41 patients (89.1%) and intrapulmonary in 5 patients (10.9%). Nodules showed ground-glass opacity (GGO) in 45 patients (97.8%)","Alveolar wall thickening with multiple small, clear, meningeal epithelioid nodules. Round, oval, or spindle-shaped cell nests in lung interstitium with clear cell membranes, rich cytoplasm, weak eosinophilia, and fine granular chromatin. Elliptical nuclei without obvious nuclear atypia, some cells with very small nucleoli without obvious mitotic patterns.","At low magnification, lung biopsy revealed that the alveolar wall thickened to form multiple small, clear, meningeal epithelioid nodules. At high magnification, the lesions appeared as round, oval, or spindle-shaped cell nests in the lung interstitium with clear cell membranes. Lesions had rich cytoplasm, weak eosinophilia, and fine granular chromatin. Nuclei were elliptical without obvious nuclear atypia, and some cells had very small nucleoli without obvious mitotic patterns.","Positive for vimentin (100%), epithelial cell membrane antigen (92.3%), and PR (8%)","The lesional cells showed consistent positive expression of vimentin (100%), followed by epithelial cell membrane antigen (92.3%) and PR (8%).",,,Stable,"Images of the chest showed that eight patients had no change in six months, three patients had no change in one year, and one patient had no change as shown by the chest CT examination for 3 years after surgery","Neoplastic disease (83.9%), pulmonary inflammation (9.7%), tuberculosis (1.1%)",A total of 78 patients (83.9%) had neoplastic disease... A total of 9 patients (9.7%) had pulmonary inflammation... One patient (1.1%) had tuberculosis,Zhang et al. - 2023 - Minute pulmonary meningothelial-like nodules associations between computed tomography and pathology.pdf,,
167,"In this study, 167 patients with MPMNs were identified among all 8,847 patients who received lung resections in our department of thoracic surgery",57.9,The 167 patients included 132 women (79.4%) and 35 men (20.6%) with a mean age of 57.9,"Female, Male",The 167 patients included 132 women (79.4%) and 35 men (20.6%),Not reported,,Lung resection,"167 patients with MPMNs were identified among all 8,847 patients who received lung resections",Right lobe predominance,MPMNs... were more frequently present in the right lobes (70.7%),Minute Pulmonary Meningothelial-like Nodules with concurrent lung adenocarcinoma in most cases,"Primary lung adenocarcinoma was significantly associated with MPMNs, and a total of 139 patients (83.2%) had MPMNs combined with lung adenocarcinoma",,,,,Not reported,,Lung adenocarcinoma,139 patients (83.2%) had MPMNs combined with lung adenocarcinoma,"Li, Naijian et al. - 2023 - Clinical, radiological, and pathological features of minute pulmonary meningothelial-like nodules an.pdf",,
0,,Not reported,,Not reported,,Not reported,,Surgical resection and pathological examination,All of these patients had undergone surgical resection and pathological examination.,Not reported,,"Pulmonary Meningothelial Proliferations including Minute Pulmonary Meningothelial-like Nodules, Pulmonary Meningothelial Proliferations, and Minute Pulmonary Meningothelial-like Nodules","We retrospectively searched PMP (MPMs, PPMs and MPMNs)",,,Surgical resection,All of these patients had undergone surgical resection,Not reported,,,,"Lin et al. - 2020 - Radiological manifestations, histological features and surgical outcomes of pulmonary meningothelial.pdf",0.8,This appears to be just the methods section of a larger paper. Many key clinical details are missing. The case count is set to 0 since the total number of cases is not mentioned in this excerpt.
1,This article reports a 70-year-old female patient with pulmonary adenocarcinoma combined with MPMNs,70,A 70-year-old female patient was admitted to our institution,Female,A 70-year-old female patient,Back pain and occasional cough,feeling sour in her back and occasional cough for more than 2 mo,Thoracoscopic biopsy with immunohistochemistry,"We took pathological biopsy of the right upper lung and right lower lung nodules for the patient under thoracoscopy. The immunohistochemistry showed that the lesion was epithelial membrane antigen (EMA) (+), somatostatin receptor 2a (SSTR2a) (+), S-100 (-), chromogranin A (-), Syn (-), cytokeratin (-) and HMB-45 (-)",Multiple ground-glass nodules in both lungs; largest nodule in left upper lobe measuring 2.5 mm × 9 mm,"Computerized electronic scanning scan and 3D reconstruction images in our institution showed there were multiple ground-glass nodules in both of her two lungs. The biggest one was in the apicoposterior segment of left upper lobe, about 2.5 mm × 9 mm in size.",Minute Pulmonary Meningothelial-like Nodules with minimally invasive adenocarcinoma; multiple lesions in lung tissue with diameter of 0.5-1.8 mm showing aggregation of short spindle cells in alveolar septum,"Histomorphology showed multiple lesions in the lung tissue, with diameter of 0.5-1.8 mm, and the small foci in the alveolar septum were distributed in mild form of the aggregation of short spindle cells","EMA positive, SSTR2a positive, S-100 negative, Chromogranin A negative, Synaptophysin negative, Cytokeratin negative, HMB-45 negative","Immunohistochemistry showed that the lesion was epithelial membrane antigen (EMA) (+), somatostatin receptor 2a (SSTR2a) (+), S-100 (-), chromogranin A (-), Syn (-), cytokeratin (-) and HMB-45 (-)",Surgical resection with follow-up observation,We recommend that patients continue to receive treatment after surgery and to do regular follow-up observations,Recovered after operation with no recurrence at 3 months,"The patient recovered after operation, and no recurrence was found after 3 mo.",Hypertension,"A history of hypertension, regular oral antihypertensive medication treatment, and well-controlled blood pressure",Ruan et al. - 2023 - Pathological diagnosis and immunohistochemical analysis of minute pulmonary meningothelial-like nodu.pdf,,
1,We present a 55-year-old African American female,55,55-year-old African American female,Female,55-year-old African American female,"Increased productive cough with clear secretions, chest congestion and intermittent chest pain","presented initially with increased productive cough with clear secretions, chest congestion and intermittent chest pain for few months",Video-assisted thoracoscopic surgical excision with biopsy,A video-assisted thoracoscopic surgical excision was completed. Pathology report confirmed meningothelial-like micronodules in the parenchyma,"Innumerable bilateral small pulmonary nodules, appear as small persistent attenuated ground glass opacities bilaterally on chest CT",Computed tomography (CT) chest described innumerable bilateral small pulmonary nodules,"Multiple whirled stellate nodules composed of monotonous proliferation of spindle cells with clear intranuclear pseudo-inclusions, ranging in size from less than 0.1 cm to 0.7 cm","Microscopically, described as multiple whirled stellate nodules composed of monotonous proliferation of spindle cells with clear intranuclear pseudo-inclusions. They ranged in size from less than 0.1 cm to 0.7 cm","Positive for vimentin, progesterone receptor, and epithelial membrane antigen (EMA)","Cells were positive for vimentin, progesterone receptor, and epithelial membrane antigen (EMA)",Aggressive CHF management with follow up CT in 3 months,Patient was started on aggressive CHF management with follow up CT in 3 months for monitoring progression,Not reported,,"Diastolic congestive heart failure, diabetes mellitus, chronic hypertension, and tobacco use disorder","past medical history of diastolic congestive heart failure (CHF), diabetes mellitus, chronic hypertension, and tobacco use disorder",Audisho et al. - 2018 - MINUTE PULMONARY MENINGOTHELIAL-LIKE NODULES ASSOCIATED WITH CONGESTIVE HEART FAILURE.pdf,,
1,A 54-year old female patient presented to pulmonary clinic,54,A 54-year old female patient,Female,A 54-year old female patient,Shortness of breath with cough,presented to pulmonary clinic with shortness of breath of one year duration that gradually progressed and was associated with cough,Wedge resection of left lower lobe,Wedge resection of left lower lobe was performed,Multiple centrilobular pulmonary nodules,CT chest showed multiple centrilobular pulmonary nodules,Multiple pulmonary meningothelial-like nodules consistent with diffuse pulmonary meningotheliomatosis,Pathology showed multiple pulmonary meningothelial-like nodules; consistent with diffuse pulmonary meningotheliomatosis,,,Oxygen supplementation and referral for lung transplant evaluation,"Patient remianed symptomatic, required oxygen supplementation and was referred for evaluation of lung transplant",Symptomatic with hypoxemia requiring oxygen,"Patient remianed symptomatic, required oxygen supplementation","Hypothyroidism, gastroesophageal disease",Her medical problems were significant for hypothyroidism and gastroesophageal disease,Siddiqui and Ahmad - A Rare Case Of Diffuse Pulmonary Meningotheliomatosis.pdf,,Prior diagnostic attempts including bronchoscopy with BAL and transbronchial biopsies were non-diagnostic. Multiple other tests including cultures and immunologic workup were negative.
1,We report a case of a female patient presenting with invasive lobular carcinoma of the breast and MPMNs,65,A 65-year-old diabetic and hypertensive female patient,Female,A 65-year-old diabetic and hypertensive female patient,Asymptomatic,MPMNs are often identified as incidental findings in histopathological lung sections or in high-resolution CT scans conducted for unrelated causes,CT scan and lung wedge biopsy with immunohistochemistry and electron microscopy,Two lung wedge biopsies were obtained... sections were cut and prepared for immunohistochemical analysis... Tissue from the paraffin-embedded blocks was retrieved and reprocessed for electron microscopy.,Two small ground-glass opacities in the right lung; one in the middle lobe and the other in the lower lobe,The chest-CT images showed two small ground-glass opacities; one in the middle lobe and the other in the lower lobe of the right lung,"Minute nodules (largest 0.4 cm) comprising nests of cells in a 'zellballen'-like arrangement, centered around small veins or within pulmonary interstitium. Cells were oval to epithelioid with pale eosinophilic cytoplasm and indistinct cellular borders. Nuclei were round to oval, uniform, and centrally located with fine granular chromatin pattern",Minute nodules (the largest measuring 0.4 cm) comprising nests of cells in a 'zellballen'-like arrangement were seen microscopically in both specimens. The nests were either centered around small veins or located within the pulmonary interstitium. These nests consisted of oval to epithelioid cells with a pale eosinophilic cytoplasm and indistinct cellular borders,"Strong cytoplasmic vimentin positivity, strong membranous E-cadherin positivity, moderate membranous EMA positivity, and moderate to strong nuclear PR positivity (80% of cells). Negative for neuroendocrine, vascular, melanocytic, and other epithelial markers","The nesting cells showed strong cytoplasmic positivity to vimentin, strong membranous positivity to E-cadherin, moderate membranous positivity to epithelial membrane antigen (EMA) and moderate to strong nuclear positivity to progesterone receptor (PR) in approximately 80% of the cells",Surgical excision - coil-localization excision of lung nodules,The patient underwent a coil-localization excision of both right lung nodules under general anesthesia,Discharged after 4 days with follow-up planned at oncology clinic,The patient was discharged on the day 4 post-operatively to be followed up at the oncology clinic of the referring hospital,"Diabetes, hypertension, breast cancer (infiltrating lobular carcinoma), 30-year smoking history",A 65-year-old diabetic and hypertensive female patient... She had a positive family history of breast cancer and a 30-year history of regular smoking... diagnosis of infiltrating lobular carcinoma (ILC) was rendered,Kfoury et al. - 2012 - Mimicry of Minute Pulmonary Meningothelial-like Nodules to Metastatic Deposits in a Patient with Inf.pdf,,
1,Herein we describe the first reported case of DPM diagnosed via transbronchial lung cryobiopsy (TBLCB),75,A 75-yearold woman,Female,A 75-yearold woman,mild exertional dyspnea and cough,presented for mild exertional dyspnea and cough,transbronchial lung cryobiopsy (TBLCB),"She underwent bronchoscopy with lavage, which was negative for infection, and TBLCB of the right middle and lower lobes with a mean biopsy area of 30mm 2","multiple bilateral pulmonary nodules, numerous bilateral pulmonary micronodules","""multiple bilateral pulmonary nodules on chest computed tomography (CT) scan"" and ""numerous bilateral pulmonary micronodules unchanged from prior imaging""",meningothelial-like nodules occurring in close proximity consistent with diffuse minute pulmonary meningothelial-like nodules,"Histology demonstrated meningothelial-like nodules occurring in close proximity consistent with diffuse minute pulmonary meningothelial-like nodules (MPMNs), known as DPM",positive for epithelial membrane antigen and negative for synaptophysin and chromogranin,The immunohistochemical profile was positive for epithelial membrane antigen and negative for synaptophysin and chromogranin,endobronchial blockade,requiring endobronchial blockade for 24 hours,moderate postoperative bleeding requiring brief ICU stay without need for chest tube or prolonged hospitalization,"There was moderate postoperative endobronchial bleeding requiring endobronchial blockade for 24 hours. The patient was admitted to the intensive care unit, but did not require a chest tube, hemodynamic support, or a prolonged hospitalization",late-onset asthma and giant cell arteritis on chronic low dose prednisone,She carried a history of late-onset asthma and giant cell arteritis on chronic low dose prednisone,Seo et al. - 2019 - An Alternative Approach of Diagnosing Diffuse Pulmonary Meningotheliomatosis (DPMs) with Transbronch.pdf,,
88,"According to Gaffey ' s criteria and Rosai and Ackerman ' s Surgical Pathology , 2,5 88 patients and 134 MPMNs met the diagnostic criteria.",Not reported,,Not reported,,Not reported,,Pathologic examination,We retrospectively analyzed patients who underwent pathologic examinations at Peking Union Medical College Hospital,Not reported,,Minute Pulmonary Meningothelial-like Nodules,88 patients and 134 MPMNs met the diagnostic criteria,,,Surgery,69 underwent surgery at Peking Union Medical College Hospital. The remaining patients underwent surgery in external hospitals,Not reported,,,,Li et al. - 2025 - Clinicopathologic and Genomic Characteristics of Minute Pulmonary Meningothelial-like Nodules.pdf,,This appears to be a methods section of a larger study. Many clinical details are not provided in this excerpt. The study included genetic analysis (WES) on a subset of 6 patients.
